customer_id,gender,past_3_years_bike_related_purchases,Age,job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,country,property_valuation,R,M,F
452,Female,22,62.19081805,Account Coordinator,Property,Mass Customer,Yes,5,3015,Victoria,Australia,8,1550.66395,312.318,22
453,U,81,121.8428728,Assistant Professor,IT,High Net Worth,No,,2170,NSW,Australia,10,1544.78895,286.50625,81
454,U,58,121.8428728,Research Nurse,Health,Affluent Customer,Yes,,4221,QLD,Australia,10,1536.378236,676.9642857,58
455,Male,97,29.94150298,Civil Engineer,Manufacturing,Mass Customer,Yes,5,2233,NSW,Australia,10,1465.997283,533.6333333,97
456,Male,47,45.87574955,Automation Specialist I,Manufacturing,Affluent Customer,Yes,17,2145,NSW,Australia,7,1611.26395,436.62,47
457,Female,70,40.83191394,Recruiting Manager,Financial Services,High Net Worth,Yes,17,2759,NSW,Australia,9,1566.26395,736.068,70
458,Male,57,52.48944818,Account Representative IV,Manufacturing,Affluent Customer,Yes,18,3121,Victoria,Australia,8,1523.66395,249.448,57
459,Female,88,35.19081805,Civil Engineer,Manufacturing,Mass Customer,Yes,13,4870,QLD,Australia,5,1497.66395,480.48,88
460,Female,0,35.71958517,Electrical Engineer,Manufacturing,Affluent Customer,Yes,16,3337,Victoria,Australia,2,1565.41395,504.415,0
461,Female,19,42.01547558,Social Worker,Health,Mass Customer,Yes,14,2118,NSW,Australia,10,1456.41395,715.2975,19
462,Female,32,61.79903723,,Manufacturing,Affluent Customer,Yes,5,2259,NSW,Australia,6,1622.497283,600.0433333,32
463,Female,9,59.55520161,Senior Cost Accountant,Financial Services,Mass Customer,Yes,20,2760,NSW,Australia,7,1563.16395,583.62,9
464,Female,32,63.57711942,,n/a,Mass Customer,Yes,10,3150,Victoria,Australia,11,1542.66395,350.4983333,32
465,Female,54,45.55246188,Developer III,Financial Services,Affluent Customer,Yes,14,2770,NSW,Australia,5,1548.330617,581.465,54
466,Male,84,30.70588654,,Manufacturing,Affluent Customer,Yes,2,2763,NSW,Australia,9,1544.806807,401.9514286,84
467,Male,51,67.79903723,Human Resources Assistant I,Property,Affluent Customer,No,15,2050,NSW,Australia,9,1649.235379,838.6371429,51
468,Female,11,47.73876325,Software Test Engineer I,Property,High Net Worth,Yes,8,3058,Victoria,Australia,9,1633.66395,677.265,11
469,Male,91,25.43739339,Actuary,Financial Services,High Net Worth,Yes,3,2074,NSW,Australia,12,1577.26395,417.721,91
470,Male,22,19.80451668,Internal Auditor,Retail,Mass Customer,No,1,2120,NSW,Australia,11,1526.66395,270.0814286,22
471,Female,82,65.80177695,GIS Technical Architect,Financial Services,Affluent Customer,No,14,3812,Victoria,Australia,8,1532.66395,653.0183333,82
472,Female,38,30.90314681,Internal Auditor,Financial Services,Mass Customer,Yes,8,2147,NSW,Australia,9,1600.06395,661.958,38
473,Male,2,44.59081805,Junior Executive,Health,Mass Customer,Yes,20,3111,Victoria,Australia,9,1584.330617,929.4066667,2
474,Female,86,38.7442427,Geologist IV,Entertainment,Affluent Customer,No,18,2567,NSW,Australia,9,1471.16395,760.365,86
475,Male,0,24.90314681,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,1,3012,Victoria,Australia,10,1574.66395,415.3257143,0
476,Male,65,32.47574955,Computer Systems Analyst IV,n/a,Mass Customer,No,14,4217,QLD,Australia,8,1498.16395,338.4025,65
477,Female,32,60.89492764,Media Manager II,Financial Services,High Net Worth,Yes,13,2197,NSW,Australia,9,1537.06395,675.012,32
478,Female,65,60.74150298,Chief Design Engineer,n/a,Affluent Customer,Yes,5,2142,NSW,Australia,8,1632.108394,368.9122222,65
479,Female,11,27.1853386,,IT,Mass Customer,Yes,4,2340,NSW,Australia,4,1547.775061,370.5777778,11
480,U,67,121.8428728,Registered Nurse,Health,Mass Customer,Yes,,2320,NSW,Australia,6,1505.66395,322.01,67
481,Female,68,31.50040709,Programmer IV,Argiculture,Mass Customer,No,8,2155,NSW,Australia,9,1411.66395,808.605,68
482,Male,33,58.83191394,,Health,Mass Customer,No,20,2046,NSW,Australia,9,1604.36395,588.72,33
483,Male,35,48.45657147,Sales Representative,Retail,Affluent Customer,No,9,3162,Victoria,Australia,9,1551.66395,329.6828571,35
484,Male,64,47.47848928,Programmer IV,Manufacturing,Mass Customer,No,22,2037,NSW,Australia,9,1521.16395,400.135,64
485,Female,23,46.93602353,Statistician III,Manufacturing,High Net Worth,No,20,2428,NSW,Australia,3,1505.66395,452.5466667,23
486,Female,0,65.8072564,Technical Writer,Manufacturing,Affluent Customer,Yes,15,3141,Victoria,Australia,7,1584.26395,983.154,0
487,Female,70,42.0702701,Food Chemist,Health,Mass Customer,No,10,3178,Victoria,Australia,9,1618.66395,343.755,70
488,Female,24,41.2593112,Help Desk Operator,Property,Mass Customer,Yes,10,3564,Victoria,Australia,2,1524.66395,173.94,24
489,Female,18,50.37985914,Senior Editor,Retail,Mass Customer,Yes,4,3550,Victoria,Australia,4,1625.66395,414.736,18
490,Female,44,29.3223249,Environmental Tech,Argiculture,Mass Customer,No,6,3070,Victoria,Australia,11,1557.775061,510.3344444,44
491,Male,45,45.65109202,Speech Pathologist,Property,Affluent Customer,Yes,19,3775,Victoria,Australia,10,1542.378236,390.8157143,45
492,Male,54,45.46479065,Environmental Tech,Financial Services,Mass Customer,No,21,3004,Victoria,Australia,9,1586.66395,676.975,54
493,Female,83,61.09766736,Electrical Engineer,Manufacturing,Mass Customer,Yes,5,4226,QLD,Australia,10,1538.66395,50.64666667,83
494,Male,33,46.37163997,Design Engineer,Manufacturing,Mass Customer,No,9,2026,NSW,Australia,10,1591.66395,392.215,33
495,Male,91,62.6593112,VP Accounting,Financial Services,Mass Customer,Yes,6,3185,Victoria,Australia,9,1618.497283,681.1733333,91
496,Female,25,45.71410572,Engineer II,Financial Services,Affluent Customer,Yes,11,2015,NSW,Australia,9,1581.41395,327.6925,25
497,Female,96,47.76616051,,Property,Mass Customer,Yes,11,3012,Victoria,Australia,9,1535.91395,265.37,96
498,Female,58,43.4593112,VP Sales,Manufacturing,High Net Worth,Yes,10,2447,NSW,Australia,3,1521.66395,711.7728571,58
499,Male,39,60.5962975,Budget/Accounting Analyst III,Financial Services,Affluent Customer,No,19,3143,Victoria,Australia,7,1606.027586,367.5981818,39
500,Male,19,29.50040709,Recruiting Manager,Retail,Affluent Customer,Yes,10,3910,Victoria,Australia,7,1564.78895,497.22625,19
501,Female,94,44.34698243,Environmental Specialist,n/a,High Net Worth,No,19,3621,Victoria,Australia,8,1566.91395,348.1475,94
502,Female,39,50.81273586,Teacher,Manufacturing,Mass Customer,No,18,4702,QLD,Australia,3,1619.86395,591.916,39
503,Male,87,32.23191394,Dental Hygienist,Health,Affluent Customer,Yes,10,2133,NSW,Australia,10,1520.41395,657.5275,87
504,Male,93,26.46205092,Environmental Tech,Manufacturing,High Net Worth,Yes,7,3075,Victoria,Australia,7,1607.28895,339.345,93
505,Female,40,54.87848928,,n/a,High Net Worth,Yes,10,2069,NSW,Australia,9,1498.66395,673.894,40
506,Female,43,36.6593112,Health Coach II,Retail,Mass Customer,No,21,3911,Victoria,Australia,10,1562.66395,698.524,43
507,Female,98,50.28396873,,Health,Mass Customer,No,7,2250,NSW,Australia,8,1558.16395,733.66125,98
508,Female,94,50.7442427,Project Manager,Property,Mass Customer,Yes,11,2487,NSW,Australia,9,1617.997283,588.8933333,94
509,Male,64,42.19081805,Developer II,Financial Services,Affluent Customer,Yes,21,4123,QLD,Australia,6,1577.497283,731.6216667,64
510,Female,61,29.3223249,,n/a,Mass Customer,No,2,2151,NSW,Australia,8,1581.16395,847.295,61
511,Female,92,38.86479065,Dental Hygienist,Health,High Net Worth,No,10,2428,NSW,Australia,3,1501.91395,288.1575,92
512,Male,76,66.51684544,VP Accounting,Financial Services,Mass Customer,No,6,3156,Victoria,Australia,8,1654.41395,284.085,76
513,U,30,121.8428728,Tax Accountant,IT,Mass Customer,No,,3126,Victoria,Australia,12,1639.66395,844.428,30
514,Male,9,25.30588654,Associate Professor,Financial Services,Mass Customer,Yes,4,3152,Victoria,Australia,10,1559.06395,428.858,9
515,Female,55,32.10314681,Help Desk Operator,IT,High Net Worth,No,8,2026,NSW,Australia,12,1541.66395,776.2488889,55
516,Male,23,63.78259887,Environmental Tech,Financial Services,Mass Customer,No,20,2233,NSW,Australia,8,1576.26395,472.221,23
517,Female,73,36.14698243,Chief Design Engineer,Property,Mass Customer,Yes,3,2027,NSW,Australia,11,1558.330617,438.6933333,73
518,Male,60,30.45657147,Database Administrator IV,Retail,Mass Customer,Yes,10,4208,QLD,Australia,8,1665.997283,312.75,60
519,Male,83,21.50588654,,n/a,Mass Customer,Yes,1,3124,Victoria,Australia,12,1556.41395,581.5975,83
520,Female,66,57.19081805,VP Quality Control,Financial Services,Affluent Customer,Yes,15,2211,NSW,Australia,9,1467.26395,163.852,66
521,Female,29,42.82095503,Help Desk Operator,Health,High Net Worth,No,16,2564,NSW,Australia,8,1559.66395,312.45,29
522,Female,64,44.94150298,,n/a,Affluent Customer,Yes,16,4221,QLD,Australia,9,1596.41395,415.9575,64
523,Female,44,46.89218791,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,16,2049,NSW,Australia,10,1587.66395,465.9616667,44
524,Female,16,59.10862627,Nurse,Retail,Mass Customer,No,11,3690,Victoria,Australia,5,1619.66395,289.2185714,16
525,Male,64,41.6702701,Chemical Engineer,Manufacturing,Mass Customer,Yes,9,3282,Victoria,Australia,2,1556.66395,448.10375,64
526,U,9,121.8428728,Social Worker,Health,Mass Customer,Yes,,2068,NSW,Australia,12,1565.66395,370.5166667,9
527,Female,81,30.97985914,VP Quality Control,Financial Services,Mass Customer,Yes,9,2261,NSW,Australia,8,1496.16395,847.38,81
528,Female,10,42.35794133,Registered Nurse,Health,Mass Customer,No,4,2576,NSW,Australia,10,1627.497283,691.6766667,10
529,Male,18,32.22643449,Operator,Retail,Affluent Customer,Yes,10,2160,NSW,Australia,9,1565.16395,389.8566667,18
530,Male,2,47.0593112,Recruiter,Manufacturing,Mass Customer,No,15,3108,Victoria,Australia,10,1543.997283,583.7833333,2
531,Female,94,28.12506462,Senior Cost Accountant,Financial Services,High Net Worth,No,1,2145,NSW,Australia,7,1596.16395,548.1183333,94
532,Female,25,60.76068106,Community Outreach Specialist,Financial Services,Affluent Customer,No,19,4165,QLD,Australia,5,1537.830617,653.4716667,25
533,Male,40,39.83191394,Database Administrator III,Retail,Mass Customer,No,11,2021,NSW,Australia,7,1549.497283,897.8416667,40
534,Female,2,67.17985914,Systems Administrator I,n/a,Mass Customer,No,12,2218,NSW,Australia,11,1612.53895,601.24375,2
535,Female,67,28.43739339,,n/a,Affluent Customer,No,3,3124,Victoria,Australia,12,1488.66395,630.785,67
536,Female,64,62.53602353,Recruiting Manager,Manufacturing,Affluent Customer,No,16,2145,NSW,Australia,7,1431.91395,915.575,64
537,Female,16,32.54698243,Structural Engineer,Entertainment,High Net Worth,No,7,2190,NSW,Australia,10,1543.997283,275.2433333,16
538,Female,33,64.9962975,Chemical Engineer,Manufacturing,Mass Customer,Yes,5,4211,QLD,Australia,7,1566.497283,936.665,33
539,Male,53,46.18259887,,Health,High Net Worth,No,15,3170,Victoria,Australia,9,1552.78895,209.55375,53
540,Female,80,20.44835229,Chemical Engineer,Manufacturing,Mass Customer,No,1,2170,NSW,Australia,9,1551.830617,303.505,80
541,Female,23,55.79355777,,Manufacturing,Affluent Customer,Yes,13,3130,Victoria,Australia,10,1613.86395,551.056,23
542,Female,78,54.75794133,Accountant III,Manufacturing,Mass Customer,No,18,2337,NSW,Australia,6,1573.330617,349.7533333,78
543,Male,9,48.20177695,Account Coordinator,Retail,Affluent Customer,Yes,17,2307,NSW,Australia,4,1586.46395,384.83,9
544,Male,51,30.99903723,Structural Engineer,Manufacturing,High Net Worth,Yes,5,2121,NSW,Australia,10,1663.66395,561.605,51
545,Female,43,43.36342079,Project Manager,Health,Mass Customer,Yes,18,2761,NSW,Australia,8,1600.497283,944.2983333,43
546,Female,80,40.63465366,Information Systems Manager,Health,Mass Customer,Yes,12,2340,NSW,Australia,2,1571.46395,889.906,80
547,Female,22,25.4072564,Sales Associate,Health,Mass Customer,No,5,2745,NSW,Australia,9,1580.66395,483.5316667,22
548,U,84,121.8428728,,IT,High Net Worth,Yes,,4127,QLD,Australia,7,1576.378236,603.3271429,84
549,Male,84,36.32780435,Human Resources Manager,Retail,Mass Customer,Yes,2,2716,NSW,Australia,1,1571.28895,468.96875,84
550,Female,16,45.26479065,,Retail,Mass Customer,No,15,3168,Victoria,Australia,6,1453.66395,287.544,16
551,Female,8,34.17437969,Structural Engineer,Financial Services,High Net Worth,No,9,3076,Victoria,Australia,7,1597.16395,712.5,8
552,Male,66,43.09766736,Geological Engineer,Manufacturing,High Net Worth,Yes,20,2750,NSW,Australia,9,1610.66395,394.425,66
553,Female,62,42.42643449,Senior Sales Associate,Argiculture,Affluent Customer,Yes,7,2166,NSW,Australia,7,1525.497283,427.7116667,62
554,Female,33,66.4593112,Graphic Designer,Health,Mass Customer,Yes,7,2031,NSW,Australia,9,1453.997283,556.89,33
555,Male,99,50.93876325,Junior Executive,Property,Mass Customer,No,4,3564,Victoria,Australia,4,1619.91395,876.4075,99
556,Female,69,64.11410572,Junior Executive,n/a,Mass Customer,No,11,2478,NSW,Australia,8,1511.86395,797.006,69
557,Female,67,60.37985914,,Manufacturing,Affluent Customer,Yes,18,4127,QLD,Australia,2,1626.66395,415.155,67
558,Female,96,48.39355777,Programmer Analyst III,n/a,Mass Customer,No,8,3016,Victoria,Australia,7,1565.806807,501.86,96
559,Female,39,33.60451668,Payment Adjustment Coordinator,Retail,High Net Worth,Yes,16,2116,NSW,Australia,10,1494.16395,456.12,39
560,Female,1,68.02643449,Social Worker,Health,Affluent Customer,No,8,3356,Victoria,Australia,1,1545.997283,597.2433333,1
561,Female,99,44.16616051,Tax Accountant,n/a,Mass Customer,No,12,2560,NSW,Australia,8,1514.330617,481.9316667,99
562,Female,88,51.36342079,Marketing Assistant,n/a,Mass Customer,No,17,4680,QLD,Australia,3,1590.06395,425.002,88
563,Male,25,47.0702701,Accounting Assistant II,IT,Mass Customer,Yes,19,4740,QLD,Australia,5,1541.092521,275.8757143,25
564,Female,7,37.9332838,Operator,Retail,High Net Worth,No,7,2760,NSW,Australia,9,1492.997283,357.2316667,7
565,Male,30,62.04835229,Civil Engineer,Manufacturing,Mass Customer,Yes,16,2065,NSW,Australia,8,1609.66395,707.907,30
566,Female,66,42.84835229,Systems Administrator I,Financial Services,High Net Worth,Yes,9,2230,NSW,Australia,12,1612.997283,715.1866667,66
567,Male,73,56.27848928,,Financial Services,Affluent Customer,No,16,2087,NSW,Australia,11,1507.91395,109.8925,73
568,Male,32,63.84561257,VP Sales,Manufacturing,Mass Customer,No,13,4505,QLD,Australia,8,1564.66395,179.7285714,32
569,Male,30,45.70588654,Analog Circuit Design manager,IT,Mass Customer,No,10,2630,NSW,Australia,2,1602.16395,1521.035,30
570,Male,14,43.30862627,VP Product Management,Financial Services,Mass Customer,Yes,15,2225,NSW,Australia,10,1504.830617,574.345,14
571,Female,30,63.67574955,Assistant Media Planner,Entertainment,Mass Customer,No,6,3121,Victoria,Australia,10,1592.997283,761.66,30
572,Male,0,54.46479065,Clinical Specialist,Health,High Net Worth,Yes,5,3013,Victoria,Australia,10,1510.16395,433.4066667,0
573,Male,39,27.5962975,General Manager,n/a,Mass Customer,No,2,3136,Victoria,Australia,8,1554.66395,809.415,39
574,Male,95,31.50862627,Senior Cost Accountant,Financial Services,Mass Customer,No,20,2111,NSW,Australia,12,1674.16395,543.1025,95
575,Male,64,65.36068106,VP Accounting,Financial Services,High Net Worth,Yes,11,2209,NSW,Australia,11,1634.66395,357.12,64
576,Male,98,44.4072564,Recruiter,Retail,Mass Customer,Yes,7,2106,NSW,Australia,10,1480.330617,763.3916667,98
577,Female,41,65.5332838,,Property,Mass Customer,Yes,19,3930,Victoria,Australia,8,1544.209405,385.6672727,41
578,Female,72,26.71136599,Web Developer I,n/a,High Net Worth,Yes,3,3182,Victoria,Australia,10,1631.66395,393.5442857,72
579,Female,89,47.34698243,Software Engineer II,Health,Mass Customer,No,12,2097,NSW,Australia,10,1573.219506,467.1777778,89
580,Male,83,45.86753038,Compensation Analyst,Financial Services,Mass Customer,Yes,14,2287,NSW,Australia,7,1595.46395,437.102,83
581,Female,32,52.40451668,Computer Systems Analyst IV,Financial Services,Mass Customer,Yes,16,2291,NSW,Australia,9,1495.91395,555.8875,32
582,U,21,121.8428728,Staff Scientist,IT,Affluent Customer,No,,2283,NSW,Australia,4,1582.41395,686.15,21
583,Male,97,35.49766736,Registered Nurse,Health,Mass Customer,No,4,2305,NSW,Australia,7,1446.41395,564.5475,97
584,Female,10,26.0702701,Tax Accountant,Manufacturing,Affluent Customer,Yes,19,2300,NSW,Australia,10,1628.16395,317.5525,10
585,Female,66,43.48670846,Pharmacist,Health,Mass Customer,Yes,10,4179,QLD,Australia,4,1621.092521,427.4085714,66
586,Female,63,22.57163997,Chief Design Engineer,Manufacturing,Mass Customer,No,4,2539,NSW,Australia,9,1592.16395,1000.3425,63
587,Male,43,55.39355777,Registered Nurse,Health,Mass Customer,Yes,19,3207,Victoria,Australia,8,1494.806807,726.2414286,43
588,Male,15,58.03739339,Assistant Media Planner,Entertainment,Mass Customer,No,11,2630,NSW,Australia,1,1560.86395,720.77,15
589,Male,76,25.84287284,Compensation Analyst,Financial Services,Mass Customer,Yes,1,2154,NSW,Australia,11,1537.330617,465.9666667,76
590,Female,85,33.08944818,Assistant Professor,Health,Mass Customer,Yes,11,2036,NSW,Australia,11,1590.830617,552.4641667,85
591,Male,16,47.03739339,Business Systems Development Analyst,Entertainment,Affluent Customer,No,16,2133,NSW,Australia,11,1650.66395,242.48,16
592,Male,73,29.04561257,VP Sales,Manufacturing,Mass Customer,No,2,4300,QLD,Australia,8,1644.41395,267.8825,73
593,Male,64,37.18259887,Structural Analysis Engineer,n/a,Mass Customer,No,4,2340,NSW,Australia,4,1549.830617,582.3,64
594,Male,74,41.22917421,Office Assistant II,n/a,Mass Customer,No,13,2010,NSW,Australia,9,1561.66395,736.7466667,74
595,Male,72,48.42917421,VP Marketing,Financial Services,Mass Customer,No,22,4305,QLD,Australia,4,1583.66395,670.3866667,72
596,Female,9,52.99081805,Recruiter,Property,Affluent Customer,No,13,4340,QLD,Australia,2,1492.330617,1278.78,9
597,Female,6,66.86205092,Recruiter,Manufacturing,Mass Customer,No,6,3137,Victoria,Australia,7,1553.26395,366.078,6
598,Male,25,54.30862627,Financial Advisor,Financial Services,High Net Worth,No,12,2075,NSW,Australia,12,1587.235379,505.08,25
599,U,48,121.8428728,Senior Financial Analyst,Financial Services,Mass Customer,Yes,,3068,Victoria,Australia,8,1555.06395,863.828,48
600,Male,65,47.43465366,Nurse,Argiculture,Mass Customer,Yes,8,2148,NSW,Australia,8,1625.66395,618.26,65
601,Male,56,28.85109202,Senior Quality Engineer,Retail,High Net Worth,Yes,4,2539,NSW,Australia,11,1515.46395,284.688,56
602,Female,0,29.53876325,Office Assistant II,n/a,High Net Worth,Yes,9,4580,QLD,Australia,3,1544.26395,513.752,0
603,Female,28,34.48670846,Marketing Assistant,Financial Services,Affluent Customer,No,11,4300,QLD,Australia,5,1593.806807,449.7285714,28
604,Female,72,23.66205092,Help Desk Operator,IT,Affluent Customer,No,3,2750,NSW,Australia,8,1593.66395,776.9933333,72
605,Male,13,49.55794133,Electrical Engineer,Manufacturing,Mass Customer,Yes,5,2761,NSW,Australia,8,1507.28895,628.205,13
606,Female,62,32.24013312,Chemical Engineer,Manufacturing,Mass Customer,Yes,2,2566,NSW,Australia,8,1585.830617,414.755,62
607,Female,55,45.17985914,Dental Hygienist,Health,Mass Customer,No,15,2041,NSW,Australia,11,1628.108394,777.5988889,55
608,Female,55,41.76616051,Accounting Assistant I,Retail,High Net Worth,Yes,12,4504,QLD,Australia,6,1578.78895,506.26375,55
609,Female,32,20.9223249,Computer Systems Analyst II,Health,Mass Customer,No,1,2176,NSW,Australia,9,1558.16395,542.1825,32
610,Male,45,63.5962975,Help Desk Technician,Financial Services,Mass Customer,Yes,15,2036,NSW,Australia,6,1577.219506,377.7677778,45
611,Male,58,34.81273586,Help Desk Technician,Manufacturing,Mass Customer,Yes,16,4551,QLD,Australia,8,1538.66395,437.555,58
612,Male,50,59.76616051,GIS Technical Architect,Health,Mass Customer,No,14,2087,NSW,Australia,11,1556.41395,176.64,50
613,Female,4,31.90862627,Analyst Programmer,Property,High Net Worth,No,17,2212,NSW,Australia,9,1463.66395,349.765,4
614,Female,45,26.07848928,,Manufacturing,Mass Customer,Yes,11,2035,NSW,Australia,11,1535.997283,680.0511111,45
615,Female,93,65.44287284,Human Resources Assistant I,Property,Mass Customer,No,19,4120,QLD,Australia,9,1526.66395,905.22,93
616,Female,36,26.24561257,,Health,High Net Worth,No,6,2306,NSW,Australia,4,1623.91395,424,36
617,Female,81,61.21547558,Director of Sales,Property,Mass Customer,No,15,4075,QLD,Australia,7,1509.66395,578.3575,81
618,Male,17,59.53876325,Electrical Engineer,Manufacturing,Affluent Customer,Yes,18,3975,Victoria,Australia,7,1686.16395,601.195,17
619,Male,39,44.16890024,Speech Pathologist,Property,Mass Customer,No,20,2066,NSW,Australia,9,1584.949664,482.6214286,39
620,Female,54,48.55794133,Financial Analyst,Financial Services,Mass Customer,Yes,5,4114,QLD,Australia,3,1554.41395,247.6625,54
621,Male,78,56.88396873,Systems Administrator III,n/a,High Net Worth,No,14,2763,NSW,Australia,7,1555.330617,680.7566667,78
622,Male,18,52.9962975,,Financial Services,Mass Customer,No,17,4341,QLD,Australia,3,1663.66395,542.5633333,18
623,Male,52,33.4702701,Health Coach II,Property,High Net Worth,No,4,4022,QLD,Australia,3,1541.997283,545.63,52
624,Male,44,45.75520161,Research Assistant II,Manufacturing,Mass Customer,Yes,13,2168,NSW,Australia,8,1544.66395,1117.63,44
625,Female,33,46.88396873,Assistant Media Planner,Entertainment,High Net Worth,Yes,7,4116,QLD,Australia,7,1573.830617,387.68,33
626,Male,12,28.87848928,Geological Engineer,Manufacturing,Mass Customer,No,2,4178,QLD,Australia,7,1570.441728,381.93,12
627,Female,24,51.06205092,,n/a,High Net Worth,No,10,4123,QLD,Australia,5,1492.06395,919.454,24
628,Female,14,39.97163997,Actuary,Financial Services,Mass Customer,No,13,4132,QLD,Australia,4,1589.66395,262.772,14
629,Male,29,60.86753038,Chemical Engineer,Manufacturing,High Net Worth,No,6,4820,QLD,Australia,1,1596.78895,280.67875,29
630,Male,90,35.17163997,Statistician III,Property,Affluent Customer,Yes,17,2153,NSW,Australia,10,1522.092521,531.03,90
631,Female,33,55.09218791,Computer Systems Analyst I,Health,Affluent Customer,No,17,3076,Victoria,Australia,8,1553.830617,294.565,33
632,Male,67,23.45657147,General Manager,Health,Mass Customer,No,1,3028,Victoria,Australia,8,1551.330617,575.5366667,67
633,Male,51,35.58807832,Nurse,n/a,High Net Worth,Yes,11,4035,QLD,Australia,8,1581.521093,475.4928571,51
634,Female,35,43.70588654,Speech Pathologist,Manufacturing,Mass Customer,No,15,2326,NSW,Australia,3,1526.03895,555.67125,35
635,Female,78,45.05383175,Programmer Analyst IV,n/a,Mass Customer,Yes,9,2145,NSW,Australia,8,1477.66395,203.435,78
636,Female,42,50.1223249,Systems Administrator II,n/a,Mass Customer,No,19,2747,NSW,Australia,9,1451.521093,631.2714286,42
637,Female,60,45.0593112,Health Coach I,Health,High Net Worth,No,13,2759,NSW,Australia,8,1564.971642,415.5746154,60
638,Male,19,54.4702701,,Manufacturing,High Net Worth,No,13,3429,Victoria,Australia,6,1599.91395,438.39125,19
639,Male,51,47.36890024,Nuclear Power Engineer,Manufacturing,Mass Customer,No,16,2148,NSW,Australia,7,1595.330617,419.3916667,51
640,Male,12,46.26205092,Librarian,Entertainment,High Net Worth,Yes,10,2204,NSW,Australia,9,1506.91395,534.825,12
641,Male,86,46.90040709,Accounting Assistant I,Manufacturing,Affluent Customer,No,3,3337,Victoria,Australia,6,1672.91395,614.1275,86
642,Male,9,48.82369476,Automation Specialist IV,Property,Mass Customer,No,12,4218,QLD,Australia,8,1595.949664,389.1842857,9
643,Female,48,38.79081805,Assistant Media Planner,Entertainment,Mass Customer,Yes,10,3011,Victoria,Australia,4,1620.16395,577.01,48
644,Male,59,21.79903723,Administrative Officer,Health,Affluent Customer,No,2,2380,NSW,Australia,1,1620.997283,183.3333333,59
645,Male,50,50.5442427,Analyst Programmer,n/a,High Net Worth,No,11,3015,Victoria,Australia,10,1543.235379,741.8171429,50
646,Female,3,48.23465366,Human Resources Manager,Manufacturing,Affluent Customer,No,13,3564,Victoria,Australia,2,1559.16395,633.3525,3
647,Male,61,64.73876325,Assistant Manager,Retail,Mass Customer,Yes,10,3171,Victoria,Australia,9,1592.66395,586.5766667,61
648,Male,86,43.36342079,Accountant II,Financial Services,Mass Customer,Yes,9,4551,QLD,Australia,7,1514.806807,603.2328571,86
649,Female,23,46.85657147,Legal Assistant,Financial Services,Mass Customer,Yes,10,2560,NSW,Australia,8,1516.06395,52.708,23
650,Male,81,43.97437969,Assistant Manager,Health,Mass Customer,No,13,2565,NSW,Australia,7,1505.497283,484.115,81
651,Female,76,47.97711942,Tax Accountant,Health,Affluent Customer,No,13,2035,NSW,Australia,12,1576.330617,1157.773333,76
652,Female,62,24.87574955,Staff Scientist,Financial Services,High Net Worth,Yes,1,3850,Victoria,Australia,3,1512.219506,276.5444444,62
653,Male,68,53.71958517,Graphic Designer,Financial Services,Affluent Customer,Yes,19,2519,NSW,Australia,4,1511.66395,524.768,68
654,Female,2,28.3962975,Administrative Officer,Manufacturing,Affluent Customer,No,5,2166,NSW,Australia,8,1523.66395,471.2175,2
655,Male,64,46.88944818,General Manager,Manufacturing,Affluent Customer,Yes,19,3807,Victoria,Australia,8,1569.66395,958.98,64
656,Female,80,42.90862627,Automation Specialist III,Manufacturing,High Net Worth,Yes,8,3032,Victoria,Australia,5,1528.78895,468.695,80
657,Male,66,28.64287284,Safety Technician II,Manufacturing,Affluent Customer,No,10,4800,QLD,Australia,7,1591.26395,505.98,66
658,Male,38,77.74698243,Tax Accountant,Manufacturing,Affluent Customer,Yes,8,3025,Victoria,Australia,9,1589.26395,519.234,38
659,Female,44,42.01547558,,Financial Services,Affluent Customer,Yes,15,2121,NSW,Australia,12,1603.997283,827.0933333,44
660,Female,82,26.20177695,Geological Engineer,Manufacturing,High Net Worth,No,6,2570,NSW,Australia,10,1487.16395,959.8625,82
661,Female,35,33.43191394,Sales Associate,IT,High Net Worth,No,14,2577,NSW,Australia,7,1502.497283,551.3483333,35
662,Female,41,54.28944818,Chemical Engineer,Manufacturing,Mass Customer,Yes,5,3084,Victoria,Australia,9,1604.235379,553.2857143,41
663,Male,27,24.23191394,VP Sales,Property,Affluent Customer,Yes,3,2199,NSW,Australia,9,1518.66395,533.1975,27
664,Male,38,27.01547558,Research Nurse,Health,High Net Worth,No,4,4870,QLD,Australia,5,1560.46395,387.84,38
665,Male,82,24.47574955,Human Resources Assistant I,n/a,Mass Customer,No,5,4171,QLD,Australia,10,1557.41395,782.5025,82
666,Female,82,37.94972216,Social Worker,Health,High Net Worth,Yes,15,3975,Victoria,Australia,8,1520.46395,491.952,82
667,Female,62,27.56342079,Payment Adjustment Coordinator,Manufacturing,High Net Worth,Yes,3,2134,NSW,Australia,12,1515.46395,760.556,62
668,Female,61,55.1442427,Junior Executive,Health,Mass Customer,No,7,2066,NSW,Australia,9,1572.949664,625.14,61
669,Female,73,40.94698243,Research Associate,n/a,Mass Customer,No,3,4053,QLD,Australia,7,1512.573041,501.2072727,73
